Annotation Cluster 1	Enrichment Score: 30.925223305304222
INTERPRO	IPR000276:7TM GPCR, rhodopsin-like	131	11.90909090909091	1.682238421429966E-44	10798, 219484, 219482, 402135, 219487, 391194, 391196, 391195, 127062, 127064, 127066, 127068, 127069, 343172, 343173, 343171, 134391, 120586, 219952, 219493, 219954, 1903, 391191, 391192, 391190, 3351, 3354, 391189, 256148, 79295, 343169, 254879, 127059, 2840, 283092, 283093, 219428, 219429, 282770, 284532, 282775, 343563, 338674, 338675, 256144, 390538, 2838, 219432, 219431, 219438, 2831, 219437, 219436, 390174, 26341, 219417, 81168, 119765, 26338, 26339, 119764, 390191, 390190, 284521, 187, 390113, 9170, 390181, 84109, 441933, 390148, 26696, 390144, 81341, 390142, 81050, 401993, 401994, 219453, 401992, 11250, 403274, 403277, 1133, 403278, 283189, 403273, 127623, 219447, 26245, 390168, 81300, 390167, 403244, 81327, 390162, 81469, 219965, 441608, 81466, 219960, 219477, 3358, 219958, 219959, 4986, 219479, 219956, 219957, 219473, 79310, 26246, 403239, 390157, 81470, 81472, 403253, 127077, 390151, 127074, 390152, 391211, 390155, 390154, 2693, 219464, 219968, 219469, 81309, 26188, 81328, 283694	811	641	15967	4.023608687874026	1.8168174951443635E-41	6.056058317147878E-42	2.6839541728317456E-41
PIR_SUPERFAMILY	PIRSF800006:rhodopsin-like G protein-coupled receptors	131	11.90909090909091	5.041281816125711E-43	10798, 219484, 219482, 402135, 219487, 391194, 391196, 391195, 127062, 127064, 127066, 127068, 127069, 343172, 343173, 343171, 134391, 120586, 219952, 219493, 219954, 1903, 391191, 391192, 391190, 3351, 3354, 391189, 256148, 79295, 343169, 254879, 127059, 2840, 283092, 283093, 219428, 219429, 282770, 284532, 282775, 343563, 338674, 338675, 256144, 390538, 2838, 219432, 219431, 219438, 2831, 219437, 219436, 390174, 26341, 219417, 81168, 119765, 26338, 26339, 119764, 390191, 390190, 284521, 187, 390113, 9170, 390181, 84109, 441933, 390148, 26696, 390144, 81341, 390142, 81050, 401993, 401994, 219453, 401992, 11250, 403274, 403277, 1133, 403278, 283189, 403273, 127623, 219447, 26245, 390168, 81300, 390167, 403244, 81327, 390162, 81469, 219965, 441608, 81466, 219960, 219477, 3358, 219958, 219959, 4986, 219479, 219956, 219957, 219473, 79310, 26246, 403239, 390157, 81470, 81472, 403253, 127077, 390151, 127074, 390152, 391211, 390155, 390154, 2693, 219464, 219968, 219469, 81309, 26188, 81328, 283694	415	618	7098	3.6255234530354423	1.6837881265859875E-40	8.418940632929938E-41	6.846876616404336E-40
GOTERM_BP_FAT	GO:0007600~sensory perception	138	12.545454545454545	4.779199898458225E-41	10798, 219484, 219482, 402135, 219487, 5024, 391194, 391196, 391195, 127062, 127064, 127066, 127068, 127069, 343172, 1280, 343173, 343171, 6096, 120586, 219952, 219493, 219954, 6785, 169522, 24, 391191, 391192, 391190, 391189, 256148, 79295, 343169, 254879, 127059, 4692, 283092, 283093, 219428, 219429, 282770, 9626, 55212, 284532, 22999, 282775, 343563, 338674, 338675, 256144, 390538, 53405, 219432, 219431, 5137, 219438, 219437, 219436, 390174, 26341, 219417, 81168, 26338, 119765, 119764, 26339, 390191, 284521, 390190, 390113, 390181, 6657, 441933, 390148, 26696, 390144, 81341, 390142, 26519, 8842, 81050, 401993, 401994, 219453, 401992, 3617, 403274, 403277, 2903, 403278, 283189, 403273, 127623, 219447, 4646, 26245, 390168, 81300, 390167, 403244, 81327, 390162, 81469, 219965, 5459, 441608, 81466, 219960, 219477, 346007, 219958, 219959, 4986, 219479, 219956, 219957, 219473, 79310, 26246, 403239, 390157, 81470, 81472, 403253, 127077, 390151, 127074, 390152, 391211, 390155, 390154, 219464, 219968, 219469, 81309, 26188, 81328, 55636, 283694	681	744	12981	3.53563308227938	1.1589559753761196E-37	3.8631865845870655E-38	8.401797172923402E-38
SP_PIR_KEYWORDS	g-protein coupled receptor	136	12.363636363636363	1.6892172520322172E-40	10798, 219484, 219482, 402135, 219487, 391194, 391196, 391195, 127062, 127064, 127066, 127068, 127069, 343172, 343173, 343171, 134391, 120586, 219952, 219493, 219954, 1903, 391191, 391192, 391190, 3351, 3354, 391189, 256148, 79295, 343169, 254879, 127059, 2840, 283092, 283093, 219428, 219429, 282770, 284532, 282775, 343563, 338674, 338675, 256144, 390538, 2838, 219432, 219431, 219438, 2831, 219437, 219436, 390174, 26341, 219417, 81168, 119765, 26338, 119764, 26339, 390191, 390190, 284521, 187, 390113, 9170, 23284, 390181, 9620, 117, 84109, 441933, 390148, 26696, 390144, 81341, 390142, 81050, 401993, 401994, 219453, 401992, 11250, 403274, 403277, 1133, 403278, 283189, 283383, 403273, 127623, 219447, 26245, 390168, 81300, 390167, 403244, 81327, 390162, 81469, 219965, 441608, 81466, 219960, 219477, 3358, 219958, 219959, 4986, 219479, 219956, 219957, 219473, 79310, 26246, 403239, 390157, 11211, 81470, 81472, 403253, 127077, 390151, 127074, 390152, 391211, 390155, 390154, 2693, 219464, 219968, 219469, 81309, 26188, 81328, 283694	932	739	18353	3.6239785814260084	8.074458464713998E-38	2.691486154904666E-38	2.4171492303828797E-37
GOTERM_BP_FAT	GO:0050890~cognition	143	13.0	5.337702963914877E-38	10798, 219484, 219482, 402135, 219487, 5024, 391194, 391196, 391195, 127062, 127064, 127066, 127068, 127069, 343172, 1280, 343173, 343171, 6096, 120586, 219952, 219493, 219954, 6785, 169522, 24, 391191, 391192, 391190, 391189, 256148, 79295, 343169, 254879, 127059, 4692, 283092, 283093, 219428, 219429, 282770, 9626, 55212, 284532, 22999, 282775, 53358, 343563, 338674, 338675, 256144, 390538, 53405, 219432, 219431, 5137, 219438, 219437, 219436, 390174, 26341, 219417, 81168, 26338, 119765, 119764, 26339, 390191, 284521, 390190, 390113, 390181, 6657, 441933, 390148, 26696, 390144, 81341, 390142, 26519, 8842, 81050, 401993, 401994, 219453, 401992, 403274, 3617, 403277, 2903, 1139, 403278, 283189, 403273, 127623, 219447, 7436, 4646, 2515, 26245, 390168, 81300, 390167, 403244, 81327, 390162, 81469, 219965, 5459, 441608, 81466, 219960, 219477, 346007, 219958, 219959, 4986, 219479, 219956, 219957, 2558, 219473, 79310, 26246, 403239, 390157, 81470, 81472, 403253, 127077, 390151, 127074, 390152, 391211, 390155, 390154, 219464, 219968, 219469, 81309, 26188, 81328, 55636, 283694	681	843	12981	3.2334749504862534	1.2943929687493576E-34	3.235982421873394E-35	9.383641325945026E-35
SP_PIR_KEYWORDS	transducer	137	12.454545454545455	1.4836007039635353E-37	10798, 219484, 219482, 402135, 219487, 391194, 391196, 391195, 127062, 127064, 127066, 127068, 127069, 343172, 343173, 343171, 134391, 120586, 219952, 219493, 219954, 1903, 391191, 391192, 391190, 3351, 3354, 391189, 256148, 79295, 343169, 254879, 127059, 2840, 283092, 283093, 219428, 219429, 282770, 284532, 282775, 343563, 338674, 338675, 256144, 390538, 2838, 219432, 219431, 219438, 2831, 219437, 219436, 390174, 26341, 219417, 81168, 26338, 119765, 119764, 26339, 390191, 284521, 390190, 187, 390113, 9170, 23284, 390181, 9620, 117, 84109, 441933, 390148, 26696, 390144, 81341, 390142, 81050, 401993, 401994, 219453, 401992, 11250, 403274, 403277, 1133, 403278, 283189, 283383, 257068, 403273, 90102, 127623, 219447, 26245, 390168, 81300, 390167, 403244, 81327, 390162, 81469, 219965, 441608, 81466, 219960, 219477, 3358, 219958, 219959, 4986, 219479, 219956, 219957, 219473, 79310, 26246, 403239, 390157, 11211, 81470, 81472, 403253, 127077, 390151, 127074, 390152, 391211, 390155, 390154, 2693, 219464, 219968, 219469, 81309, 26188, 81328, 283694	932	795	18353	3.3934745053580584	7.091611364945699E-35	1.7729028412364247E-35	2.122926636859001E-34
GOTERM_BP_FAT	GO:0050877~neurological system process	163	14.81818181818182	3.8458832252655187E-34	10798, 219484, 219482, 402135, 219487, 2339, 334, 5024, 391194, 391196, 391195, 127062, 127064, 127066, 127068, 127069, 343172, 343173, 1280, 343171, 120586, 6096, 219952, 219493, 219954, 6785, 169522, 24, 391191, 391192, 391190, 3351, 3354, 200959, 391189, 256148, 79295, 343169, 254879, 127059, 4692, 283092, 283093, 219428, 219429, 282770, 9626, 55212, 284532, 22999, 282775, 53358, 343563, 338674, 338675, 256144, 390538, 53405, 219432, 219431, 5137, 219438, 2831, 219437, 219436, 390174, 26341, 219417, 81168, 223, 26338, 119765, 119764, 26339, 390191, 1463, 284521, 390190, 390113, 321, 6386, 390181, 6657, 785, 390148, 441933, 26696, 390144, 81341, 390142, 26519, 8842, 81050, 401993, 401994, 219453, 2895, 401992, 56479, 403274, 3617, 60482, 2903, 403277, 1139, 1133, 403278, 283189, 403273, 127623, 219447, 7436, 4646, 2567, 2515, 26245, 2562, 390168, 81300, 390167, 403244, 81327, 390162, 81469, 219965, 5459, 441608, 81466, 219960, 219477, 3358, 346007, 219958, 219959, 4986, 219479, 219956, 219957, 2558, 219473, 79310, 26246, 403239, 390157, 81470, 81472, 403253, 127077, 390151, 127074, 390152, 391211, 390155, 2693, 390154, 219464, 219968, 6530, 219469, 81309, 26188, 81328, 55636, 283694	681	1141	12981	2.723096286972939	9.326266821268883E-31	1.8652533642537765E-31	6.7610335403324235E-31
GOTERM_BP_FAT	GO:0007186~G-protein coupled receptor protein signaling pathway	148	13.454545454545455	1.3643247080560126E-31	10798, 10343, 219484, 219482, 402135, 219487, 334, 391194, 391196, 391195, 127062, 127064, 127066, 127068, 127069, 343172, 343173, 343171, 134391, 120586, 219952, 219493, 219954, 1081, 1903, 391191, 391192, 391190, 3351, 3354, 200959, 391189, 256148, 79295, 343169, 254879, 127059, 2840, 283092, 283093, 219428, 219429, 282770, 284532, 282775, 343563, 338674, 338675, 256144, 390538, 2838, 219432, 219431, 219438, 2831, 219437, 219436, 390174, 26341, 219417, 81168, 26338, 119765, 119764, 26339, 390191, 284521, 390190, 187, 390113, 6387, 9170, 23284, 390181, 9620, 117, 84109, 785, 390148, 441933, 26696, 390144, 81341, 390142, 9284, 81050, 401993, 401994, 219453, 401992, 11250, 403274, 64781, 403277, 1133, 403278, 283189, 283383, 403273, 127623, 219447, 6447, 2567, 26245, 390168, 81300, 390167, 403244, 81327, 390162, 81469, 219965, 441608, 81466, 219960, 219477, 3358, 219958, 219959, 4986, 219479, 219956, 219957, 2558, 219473, 79310, 26246, 403239, 390157, 11211, 81470, 81472, 403253, 127077, 390151, 127074, 390152, 391211, 390155, 390154, 2693, 219464, 219968, 219469, 81309, 26188, 81328, 56288, 283694	681	1018	12981	2.771245337233757	3.3084874170358305E-28	5.514145695059717E-29	2.3984724888348897E-28
SP_PIR_KEYWORDS	receptor	172	15.636363636363637	3.721879862310755E-26	54101, 10798, 219484, 219482, 402135, 219487, 5024, 391194, 391196, 391195, 127062, 127064, 127066, 127068, 127069, 343172, 343173, 343171, 120586, 6096, 134391, 219952, 219493, 219954, 1903, 8685, 391191, 391192, 391190, 3351, 3354, 10913, 3688, 391189, 256148, 79295, 343169, 254879, 127059, 2840, 283092, 283093, 219428, 219429, 282770, 284532, 282775, 343563, 338674, 338675, 349667, 256144, 390538, 2838, 7421, 219432, 219431, 219438, 2831, 219437, 219436, 390174, 26341, 114548, 219417, 81168, 26338, 119765, 119764, 26339, 390191, 284521, 390190, 187, 390113, 140803, 9170, 23284, 390181, 7223, 7224, 7222, 9620, 117, 84109, 6261, 390148, 441933, 4853, 26696, 202018, 390144, 10507, 81341, 390142, 6263, 81050, 401993, 401994, 219453, 2895, 401992, 11250, 403274, 3617, 403277, 2903, 1139, 5795, 1133, 403278, 283189, 283383, 6258, 403273, 127623, 219447, 5979, 7436, 8829, 60401, 26245, 25945, 390168, 81300, 390167, 403244, 81327, 1956, 390162, 81469, 219965, 441608, 81466, 219960, 219477, 5465, 3358, 219958, 219959, 4986, 219479, 219956, 219957, 219473, 79310, 26246, 403239, 390157, 11211, 81470, 81472, 658, 403253, 11213, 127077, 390151, 127074, 390152, 391211, 390155, 2693, 390154, 219464, 219968, 219469, 81309, 4919, 26188, 285220, 81328, 56288, 283694	932	1465	18353	2.3119688291904086	1.779058574184541E-23	3.5581171483690814E-24	5.325744236828573E-23
GOTERM_BP_FAT	GO:0007166~cell surface receptor linked signal transduction	188	17.09090909090909	8.020117471022064E-24	10798, 10343, 219484, 219482, 402135, 219487, 2339, 334, 391194, 391196, 391195, 4821, 127062, 127064, 55023, 127066, 127068, 127069, 343172, 343173, 203102, 343171, 120586, 134391, 219952, 219493, 219954, 1081, 1903, 8685, 391191, 3716, 391192, 391190, 27329, 3351, 3354, 3688, 200959, 391189, 256148, 79295, 343169, 254879, 127059, 4692, 2840, 7554, 283092, 1456, 283093, 219428, 219429, 282770, 284532, 282775, 343563, 53358, 926, 338674, 338675, 256144, 9223, 390538, 2838, 1500, 8440, 219432, 219431, 219438, 4093, 2831, 219437, 219436, 390174, 26341, 219417, 81168, 26338, 119765, 119764, 26339, 390191, 284521, 390190, 187, 390113, 8754, 6387, 9170, 23284, 390181, 115727, 9620, 117, 84109, 785, 390148, 441933, 122011, 4853, 26696, 390144, 81341, 390142, 9284, 11197, 81050, 51466, 401993, 401994, 219453, 2895, 401992, 11250, 403274, 64781, 2903, 403277, 5795, 1133, 9392, 403278, 301, 283189, 283383, 403273, 127623, 219447, 5979, 8829, 6447, 2567, 26245, 390168, 81300, 390167, 403244, 81327, 1956, 81469, 390162, 219965, 868, 7477, 961, 441608, 81466, 219960, 667, 219477, 3358, 219958, 219959, 4986, 51444, 219956, 219479, 219957, 2558, 219473, 79310, 26246, 403239, 390157, 81470, 11211, 81472, 658, 403253, 127077, 390151, 127074, 390152, 391211, 2737, 390155, 2693, 390154, 219464, 219968, 219469, 81309, 4919, 26188, 285220, 81328, 56288, 283694	681	1743	12981	2.0559923773129016	1.9448784867228506E-20	2.778397838175501E-21	1.409930568425998E-20
SP_PIR_KEYWORDS	cell membrane	198	18.0	5.95714970117E-19	10207, 219484, 219482, 402135, 219487, 334, 391194, 391196, 391195, 64098, 120586, 134391, 219493, 169522, 23504, 391191, 391192, 391190, 391189, 2840, 282770, 55212, 282775, 926, 390538, 2838, 84290, 2831, 390174, 81168, 390191, 390190, 187, 8754, 375519, 202309, 23284, 6386, 55679, 390181, 115727, 117, 4853, 50852, 26696, 81341, 8842, 81050, 401993, 401994, 2895, 401992, 403274, 403277, 55915, 301, 403278, 283189, 50863, 403273, 8829, 4978, 4646, 4648, 2567, 2562, 81300, 403244, 81327, 646627, 81469, 961, 441608, 81466, 3358, 4986, 3987, 2558, 7082, 79310, 403239, 81470, 81472, 403253, 2346, 127077, 127074, 2693, 115827, 388468, 26188, 81309, 81328, 283694, 89766, 10798, 127062, 127064, 7803, 127066, 127068, 127069, 343172, 343173, 343171, 219952, 29780, 219954, 1903, 3351, 3688, 3354, 200959, 256148, 79295, 343169, 81614, 254879, 54221, 127059, 283092, 283093, 219428, 219429, 284532, 51715, 22999, 22997, 343563, 338674, 338675, 256144, 349667, 9223, 1500, 23426, 342184, 219432, 219431, 219438, 219437, 219436, 26341, 219417, 6567, 5152, 119765, 26338, 26339, 119764, 284521, 7113, 123606, 390113, 81539, 54407, 9170, 9620, 84109, 390148, 441933, 390144, 390142, 55089, 219453, 11250, 2903, 1139, 1133, 347902, 283383, 127623, 219447, 26245, 25945, 390168, 390167, 1956, 390162, 219965, 219960, 219477, 219958, 219959, 219479, 219956, 219957, 219473, 26246, 390157, 390151, 391211, 390152, 390155, 390154, 219464, 219968, 219469, 56288	932	2092	18353	1.86378006548552	2.84751755715926E-16	4.745862595265434E-17	8.524255715560287E-16
